Time,relative_humidity:%,Water_Content:m3_m-3,Lwout:W_m-2,temperature:K,u_wind:m_s-1,v_wind:m_s-1,pressure:hPa,potential_temperature:K,temperature_scale:surface:K
2023/1/1 19:00,63.19765,0.1969403,381.2347,274.274754,-1.987771656,-0.201910482,894.8604,283.11966589209493,0.12044704198126285
2023/1/1 19:30,61.49462,0.1969298,379.9982,274.27483099999995,-1.896411258,-0.273277037,895.0882,283.09915664889286,0.13113285214170026
2023/1/1 20:00,60.08702,0.1969414,376.7579,274.27336299999996,-1.725493065,0.2918453067531788,895.1419,283.0927889814279,0.1369387416632452
2023/1/1 20:30,57.12577,0.1969526,376.819,274.270578,-1.901538973,0.7605613272068817,895.407,283.0659651998732,0.11112457706743038
2023/1/1 21:00,55.91144,0.1969507,376.8381,274.266688,-1.83819592,0.6043680673211698,895.4719,283.0560888373946,0.024036603353024797
2023/1/1 21:30,53.6795,0.1969346,376.5316,274.26187899999996,-1.852493117,0.8638317269979898,895.6232,283.037463020424,0.012449445379079133
2023/1/1 22:00,52.13528,0.1969248,376.9309,274.25632199999995,-1.53498676,0.8299642448276309,895.6177,283.03222481190585,0.01828391260449692
2023/1/1 22:30,53.79548,0.1968977,376.1161,274.250156,-0.385760577,1.1077534822885653,895.5452,283.03240780833374,0.012050341578468056
2023/1/1 23:00,52.84158,0.1968768,373.6963,274.243522,-0.484093465,1.267715471653637,895.4369,283.0353412222252,0.015621380890989276
2023/1/1 23:30,45.54295,0.1968692,375.2323,274.23650799999996,-0.838945683,1.5778273484389023,895.1961,283.04985230611265,-0.020105209
2023/1/2 0:00,37.15438,0.1968621,373.7689,274.229162,-0.732495263,0.9580640323657141,895.1615,283.0453959558147,-0.020055366
2023/1/2 0:30,42.20692,0.1968783,373.8364,274.22153099999997,-1.065255925,1.1830865621600117,894.856,283.065124201635,-0.02771005
2023/1/2 1:00,51.14019,0.196874,371.6069,274.21365099999997,-0.046682493,0.9898998660873123,895.0052,283.04350743235943,-0.025158158
2023/1/2 1:30,52.51743,0.1968661,370.1815,274.205559,0.32950291122252434,1.077755459970341,895.1313,283.0237622730802,-0.005036937
2023/1/2 2:00,56.62112,0.1968481,371.1428,274.197303,1.271507226327356,1.3492906926964678,895.0698,283.02079660250223,0.003961638437381679
2023/1/2 2:30,54.55705,0.1968444,371.3217,274.188971,0.3944417046993041,1.4824209056789193,895.019,283.0167859247672,-0.004040214
2023/1/2 3:00,49.87555,0.1968389,373.1145,274.1807,-0.960716931,1.6911676378876512,894.7455,283.03296254030795,-0.079096903
2023/1/2 3:30,50.57905,0.1968326,373.5614,274.172623,-1.035290502,1.6003154618025912,894.6312,283.03495567380764,-0.005161411
2023/1/2 4:00,53.25747,0.1968334,370.9351,274.16476,-0.385025664,1.4269685484394947,894.6185,283.0279864615157,0.09487134414956755
2023/1/2 4:30,51.48581,0.1968318,371.3317,274.157026,-1.133220739,0.8981796902824369,894.6521,283.01696546945936,-0.098912106
2023/1/2 5:00,53.72766,0.1968253,367.6128,274.1493372,0.9891321882848981,0.30808036954458645,894.9064,282.9860484523573,0.08231253630452354
2023/1/2 5:30,51.80304,0.1968189,364.8432,274.1416413,0.3920157536954441,0.47386564430711037,894.9867,282.97085015280913,0.012542731370617417
2023/1/2 6:00,52.06919,0.1968059,364.5827,274.1339109,0.8661907566602514,0.05601404356356735,895.1056,282.9521311450455,-0.279172943
2023/1/2 6:30,47.89478,0.1968009,370.3466,274.1261487,-0.388854367,1.2718853254308373,895.574,282.9018300825167,-0.65480069
2023/1/2 7:00,50.15839,0.1967722,381.7633,274.11837599999996,-1.174664874,1.5363978761154984,896.1108,282.8453802633955,-0.741480791
2023/1/2 7:30,49.61751,0.1967194,392.7151,274.11065279999997,-0.780903379,1.7375888213081803,896.6017,282.7931577236466,-0.976601556
2023/1/2 8:00,50.4945,0.1966603,402.1942,274.1031746,-1.307787247,2.0528147791085636,896.9986,282.74968681069265,-0.770913774
2023/1/2 8:30,49.98973,0.1966159,408.558,274.0963412,-0.824989703,2.3959440705686688,897.2982,282.71566169663487,-0.838718496
2023/1/2 9:00,53.66921,0.1965763,414.8951,274.0909314,0.8207867189748821,1.3289669529203683,897.4669,282.6948973288248,-1.224749609
2023/1/2 9:30,47.82999,0.1965212,421.4362,274.08820499999996,0.6727757708449265,1.6403968306979915,897.5733,282.6825104126946,-0.942922185
2023/1/2 10:00,38.03604,0.1964728,427.91,274.0892077,-0.22033265,2.6799579331537005,897.5978,282.6813399979123,-1.252354766
2023/1/2 10:30,33.37741,0.1964205,429.6511,274.0943648,-1.382064273,3.17853021781884,897.5455,282.69136499560403,-1.07605052
2023/1/2 11:00,35.3848,0.1963622,435.2526,274.1037168,-1.177855876,2.480558714202624,897.3641,282.71733695232757,-0.733017885
2023/1/2 11:30,36.30073,0.196306,441.659,274.11701259999995,-1.21720985,2.1779405827881755,897.1829,282.7473642261999,-0.95308499
2023/1/2 12:00,37.23427,0.1962482,441.081,274.1328527,-1.142750825,2.9010419769679525,896.8844,282.7905881518959,-0.552422331
2023/1/2 12:30,34.02423,0.196197,441.8238,274.1490085,-1.112738808,2.944777809052423,896.4713,282.84448220056163,-1.736278609
2023/1/2 13:00,32.56094,0.1961513,440.7311,274.164916,-1.673628185,2.173250491723288,896.1224,282.89235566114854,-0.481824486
2023/1/2 13:30,31.09029,0.1960847,443.6116,274.181353,-1.846862883,2.800914581248729,895.7373,282.94406194311256,-0.539214716
2023/1/2 14:00,33.2177,0.196043,442.7533,274.19791499999997,-2.073630108,2.192802356990405,895.4211,282.98969881577693,-0.37583416
2023/1/2 14:30,29.39792,0.1959877,442.7973,274.213571,-1.910246136,2.0059560561817857,895.2756,283.0189971990866,-0.188256527
2023/1/2 15:00,29.08265,0.1959505,438.3041,274.22752599999995,-1.864000745,1.950565359664016,895.0648,283.052443924546,0.014087274044071493
2023/1/2 15:30,31.15834,0.1959079,434.1261,274.23936499999996,-1.922034868,2.01129459992042,895.0707,283.06413080981105,-0.018377926
2023/1/2 16:00,32.82312,0.1958729,425.3058,274.248973,-1.832539917,2.4142821815313393,894.8406,283.0948431847141,0.08766299791228614
2023/1/2 16:30,36.06897,0.1958346,417.6707,274.256462,-1.922651836,1.3512623423017043,894.7236,283.1131504969726,0.1361501525180239
2023/1/2 17:00,38.23272,0.1958194,407.7049,274.26203799999996,-1.976506146,1.3737075574164272,894.3177,283.1556143071146,0.1875493326625787
2023/1/2 17:30,38.83401,0.1958241,397.5836,274.265901,-2.153531638,1.3878564347443794,893.8177,283.2048503830146,0.13295110262962168
2023/1/2 18:00,40.75576,0.1957972,390.0493,274.268224,-2.31519823,1.325926528021518,893.6344,283.22384523508964,0.1273426025395272
2023/1/2 18:30,43.11793,0.1957983,387.9679,274.269148,-2.41124811,1.4545578540884636,893.6284,283.22534272724846,0.12621501146783792
2023/1/2 19:00,44.89182,0.1958163,384.5311,274.268762,-2.483096731,1.0082810252135002,893.6368,283.2241834755126,0.11311664700867963
2023/1/2 19:30,47.201,0.1958278,381.5237,274.26714499999997,-2.445941326,1.1457626408352988,893.7657,283.2108425895292,0.14740903910764197
2023/1/2 20:00,49.71029,0.1958414,378.2191,274.264438,-2.227706254,0.9273046135781062,893.9503,283.1913368752486,0.12326918144449207
2023/1/2 20:30,51.66243,0.1958556,375.3118,274.26080199999996,-2.241189189,1.2372029011328067,894.1627,283.16836130786857,0.17926384332272088
2023/1/2 21:00,52.45277,0.1958479,373.8513,274.256392,-2.324801012,1.2361186248152503,894.3668,283.14534379558086,0.19810960436215092
2023/1/2 21:30,50.3638,0.1958582,375.5772,274.251352,-2.852653425,1.3241576330407598,894.6357,283.11582262573484,0.15300579197612468
2023/1/2 22:00,50.45671,0.1958574,374.7696,274.24580799999995,-2.851889064,1.5036305284558096,894.6396,283.10974681216834,0.11758746256936767
2023/1/2 22:30,50.60831,0.1958436,372.7313,274.23993199999995,-2.749760437,1.3470937380988115,894.6232,283.10516367857855,0.22812659779277908
2023/1/2 23:00,50.77545,0.1958331,371.7126,274.233868,-3.38414861,2.5594114920032327,894.5139,283.1087865471597,0.10945974202905723
2023/1/2 23:30,50.44882,0.1957988,369.9116,274.227692,-3.551970188,3.24339448427771,894.2864,283.1229857231893,0.16107095418655237
2023/1/3 0:00,49.68849,0.1957669,369.6013,274.22142299999996,-3.071908674,3.352400050475634,894.381,283.10795714795876,0.07731863855525833
2023/1/3 0:30,50.24086,0.1957804,374.5224,274.215084,-2.737765482,4.364372138960771,894.5541,283.08575983612144,0.12203293840427874
2023/1/3 1:00,49.11401,0.1957854,376.1715,274.208736,-1.767111943,3.394590458573055,894.5579,283.07886291214976,0.083636637297838
2023/1/3 1:30,47.79791,0.1957874,375.4463,274.202475,-1.193298042,2.3021052936586885,894.4777,283.07965075681955,0.08348919579950881
2023/1/3 2:00,37.13484,0.1957829,375.2642,274.19636799999995,-1.409750156,2.607278369976651,894.2333,283.0954484189222,0.15029080861311342
2023/1/3 2:30,31.2955,0.1957732,374.9865,274.19043899999997,-1.442931566,2.4496117031352576,893.9297,283.1167933570891,0.09737311442835944
2023/1/3 3:00,27.05389375,0.1957835,376.7624,274.184649,-2.644851093,3.5226109206356333,893.564,283.1439145760673,0.13950982333893122
2023/1/3 3:30,27.05389375,0.1957727,378.9565,274.17887299999995,-2.07366023,4.0004961254246245,893.6171,283.1331427487402,0.1376796418395883
2023/1/3 4:00,27.05389375,0.1957728,379.5736,274.173024,-2.024387867,3.7129900030849297,893.7861,283.11180609649085,0.15258186730281578
2023/1/3 4:30,28.12074,0.1957716,376.3658,274.16711999999995,-2.333109902,2.441460051736613,893.7354,283.11029811063287,0.1217787937266282
2023/1/3 5:00,27.05389375,0.1957697,374.5309,274.161258,-2.599337091,2.0750235386554183,893.5165,283.1240594141241,0.123878384840409
2023/1/3 5:30,27.05389375,0.195757,374.2086,274.155561,-1.064849494,3.641501277753859,893.4168,283.12720275374335,0.09587693002347625
2023/1/3 6:00,27.05389375,0.1957526,375.1544,274.15007399999996,-1.659187664,3.6407550447770496,893.8309,283.08405386198604,0.15197307365091506
2023/1/3 6:30,27.05389375,0.1957528,378.3985,274.1447232,0.9207695938751044,2.449667805028893,894.4312,283.02423311823736,-0.164831959
2023/1/3 7:00,27.05389375,0.1957437,381.5725,274.13942579999997,-1.266019092,4.301563861837618,894.5753,283.00573789094125,-0.282659495
2023/1/3 7:30,27.05389375,0.1957413,389.8252,274.13416689999997,-1.866265605,3.9127072076566463,894.9814,282.9636137921425,-0.588233735
2023/1/3 8:00,27.05389375,0.1956998,398.5259,274.1291046,-0.653204946,3.0211925292383226,895.3018,282.9294528030353,-0.420297931
2023/1/3 8:30,27.05389375,0.1956573,405.6974,274.1245064,0.7955768479905669,2.072548546823788,895.8018,282.8795788408521,-0.498171002
2023/1/3 9:00,27.05389375,0.1956149,413.0415,274.12098629999997,0.7182205556561034,2.409222952205345,896.2457,282.83590919090375,-0.636095549
2023/1/3 9:30,27.05389375,0.1955576,414.6092,274.11946919999997,-0.622418943,3.20206787240628,896.3499,282.82494938906234,-0.497845634
2023/1/3 10:00,28.33735,0.1955017,420.1081,274.12079109999996,-0.896917023,3.324122268117172,896.356,282.82576334662417,-0.535373462
2023/1/3 10:30,27.05389375,0.1954483,425.8752,274.1253885,-0.498113674,2.9766099454393644,896.449,282.822123120076,-0.21515986
2023/1/3 11:00,27.05389375,0.1953886,441.2946,274.13333009999997,0.023893254194547728,2.737895745349701,896.6274,282.8142372043969,-0.494651953
2023/1/3 11:30,27.05389375,0.1953119,440.0591,274.1444482,-0.052121056,2.714499658410264,896.4081,282.8454746055711,-0.81142549
2023/1/3 12:00,27.05389375,0.1952643,438.0464,274.157899,-0.436244439,2.9903469345664253,896.0016,282.8960115963203,-0.760503919
2023/1/3 12:30,27.05389375,0.1952123,441.4796,274.17231799999996,-0.487593641,2.683054498444768,895.8179,282.9274646209289,-0.737320807
2023/1/3 13:00,27.05389375,0.1951523,438.894,274.187233,-1.650338997,2.263179664798384,895.3494,282.98514871678503,-0.642092186
2023/1/3 13:30,27.05389375,0.1950996,444.6419,274.20316399999996,-1.550219319,3.029394174091664,895.1895,283.01603287467026,-0.545570503
2023/1/3 14:00,27.05389375,0.1950502,444.9857,274.21986499999997,-1.505698893,2.639771172377664,895.1214,283.03942273548773,-0.234439079
2023/1/3 14:30,27.05389375,0.1949882,445.3797,274.236203,-0.932008077,2.6763626332530217,894.9609,283.07078887262895,-0.057101374
2023/1/3 15:00,27.05389375,0.1949453,437.071,274.251105,-1.249983717,2.5857155114670993,894.684,283.111200658707,-0.020068363
2023/1/3 15:30,30.42359,0.1949171,427.4034,274.264141,-1.258652887,1.3544718198578634,894.4055,283.1498433945288,0.03644881656023144
2023/1/3 16:00,30.91387,0.1948821,416.1702,274.27525799999995,-1.434090067,1.1448190599617236,893.9995,283.19805591970174,0.04229162866515786
2023/1/3 16:30,31.68353,0.194879,412.1847,274.284434,-1.190636832,0.8874733432586487,893.8121,283.22449440962123,0.09142896024098189
2023/1/3 17:00,36.36706,0.1948716,405.5668,274.291949,-1.663511891,0.7863384686324344,893.7651,283.2365097601826,0.07847319554763099
2023/1/3 17:30,39.17648,0.1948429,399.6789,274.298236,-1.766139897,0.8123335914692931,893.8807,283.2325355661713,0.056229641451439584
2023/1/3 18:00,43.06275,0.194861,396.621,274.303502,-1.703013794,0.7019316332372053,893.9584,283.23093911576046,0.05072266980873736
2023/1/3 18:30,47.20636,0.1948604,394.9442,274.307662,-1.462328763,0.41104207743733673,894.1667,283.21638125985316,0.02804452422875528
2023/1/3 19:00,51.40466,0.1948633,393.0893,274.310608,-1.348769357,0.2402524147460221,894.3461,283.203189782765,0.02731428226938879
2023/1/3 19:30,54.30512,0.1948653,391.1004,274.312366,-0.763390622,0.9631592590534572,894.6078,283.18133199141806,-0.095252376
2023/1/3 20:00,52.26785,0.1948661,390.2043,274.313089,0.5194020938292366,0.9809798493984497,894.8922,283.15636222081724,0.07494541233732119
2023/1/3 20:30,59.672,0.1948683,389.2365,274.312973,-2.037097282,1.8666557436420694,895.1142,283.13617600588253,0.08997818007697923
2023/1/3 21:00,61.8313,0.1948777,387.1667,274.31220199999996,-1.281934517,2.3808107638887734,895.151,283.13205449982314,0.09137339653246823
2023/1/3 21:30,52.31879,0.1948714,388.1266,274.310909,2.110698363539809,1.2732546556562718,895.2487,283.12189143016445,0.057823588462217454
2023/1/3 22:00,47.60419,0.1948822,385.7711,274.30920499999996,1.7076065475323663,-0.587976087,895.3934,283.10705948151565,0.05186257072068207
2023/1/3 22:30,47.25192,0.1948854,384.6808,274.30719,1.068916911052443,-0.093518112,895.2104,283.1215136949095,0.06683262614370268
2023/1/3 23:00,46.43389,0.1948867,384.3209,274.30490399999996,1.3770707887578537,-0.996833006,895.0894,283.1300887455526,0.04662693321652919
2023/1/3 23:30,47.98521,0.1948894,385.2044,274.302353,1.2820400413493904,-1.784147509,895.1408,283.12281057732605,-0.019780506
2023/1/4 0:00,49.60098,0.1948904,384.6113,274.29954899999996,0.6964889219781095,-1.795655641,894.962,283.13607614982305,-0.008467011
2023/1/4 0:30,49.5542,0.1948824,383.8979,274.29653199999996,0.3479275845665032,-1.953254309,894.9146,283.1372465638197,-0.065912951
2023/1/4 1:00,48.87822,0.1948805,384.4168,274.293367,0.6200735343316964,-2.251162769,894.8723,283.1378033608944,0.006759370835028535
2023/1/4 1:30,63.60352,0.1948771,381.8452,274.290123,-1.081518733,-0.171295739,894.6867,283.1512350511887,0.18029675519220728
2023/1/4 2:00,74.10566,0.1948815,379.1174,274.286837,-0.2910433,-2.096898376,894.6615,283.1501215712313,0.1199851321529132
2023/1/4 2:30,70.56857,0.1948911,375.2096,274.28351699999996,1.6384557541227576,-3.081487099,894.3448,283.1753381535337,0.11317558960210396
2023/1/4 3:00,64.54402,0.1948959,368.5689,274.28018799999995,0.6877928207732942,-2.932419655,893.8947,283.2126323834503,0.09191167363983148
2023/1/4 3:30,61.70493,0.1949061,372.829,274.27688,2.1386586265016643,-2.879706284,894.1601,283.1851967623267,-0.010319547
2023/1/4 4:00,81.01424,0.1949067,369.7977,274.27358,2.9338629753686973,-3.979394934,894.1732,283.18060422361265,0.08738185043204819
2023/1/4 4:30,76.08953,0.1949035,366.7803,274.270228,1.1497521633728867,-2.803385447,894.3735,283.1590221690108,0.04067518980020492
2023/1/4 5:00,70.16109,0.1949027,365.0188,274.26678799999996,-1.405871186,0.19258039728427803,894.7132,283.1247502366749,0.09965632475045468
2023/1/4 5:30,68.13962,0.1949048,367.1461,274.26328099999995,-1.030718066,0.8052852097259612,895.0537,283.09035261769105,0.0647816377622623
2023/1/4 6:00,73.23485,0.1948959,367.4932,274.259711,-0.425730442,1.0919421187302631,895.3015,283.0642791514819,0.01141562078688589
2023/1/4 6:30,73.56423,0.1949008,366.7729,274.25607399999996,-0.951848498,1.2723621484375371,895.4581,283.04638098135734,0.030813272545453213
2023/1/4 7:00,74.2605,0.1949014,366.529,274.25238099999996,0.07269464322144917,1.387096423774103,895.9449,282.99862180168094,-0.003108114
2023/1/4 7:30,76.20037,0.1948965,367.1242,274.248648,0.35642607255576264,1.3683407670615073,896.5496,282.94022152286493,-0.097101664
2023/1/4 8:00,78.4871,0.1948854,367.9633,274.244912,-0.680635939,1.3187079732599438,897.0746,282.88904738953295,-0.093463675
2023/1/4 8:30,80.57671,0.1948681,371.7737,274.241273,-0.96904401,1.719776063151254,897.4667,282.84997629906826,-0.174133474
2023/1/4 9:00,82.74897,0.1948502,373.4376,274.23786199999995,-1.911564838,1.0035939767194533,897.6928,282.8261021237113,-0.097538311
2023/1/4 9:30,79.93649,0.1948384,382.6943,274.23488199999997,-1.266832534,1.6509683011460603,897.9507,282.7998179988905,-0.188173985
2023/1/4 10:00,85.26165,0.194825,375.9173,274.23265699999996,-0.716139478,1.2504500183046259,897.9589,282.7967856603423,-0.193658951
2023/1/4 10:30,88.69098,0.1948229,373.6515,274.23153499999995,-1.294819165,0.8700823700083169,897.9468,282.79671739387123,-0.057617623
2023/1/4 11:00,88.96737,0.1948071,378.7298,274.23164399999996,-1.296523643,0.6492506773662161,898.2001,282.77404147728845,-0.107878368
2023/1/4 11:30,93.67606,0.1948014,370.7809,274.232529,-1.210884974,-0.247898327,897.795,282.8114032438404,-0.091041792
2023/1/4 12:00,97.68253,0.1948082,361.372,274.233948,-1.177963347,1.2765466517754807,897.4492,282.8439971621289,0.22539693334450966
2023/1/4 12:30,98.93761,0.19475,354.3231,274.235754,-1.966383984,1.8922935893646937,897.2402,282.8646826208646,-0.014241174
2023/1/4 13:00,99.44718,0.1947571,352.3491,274.23742899999996,-1.033539591,2.558100254749766,897.0993,282.8791031842034,0.23113823614765977
2023/1/4 13:30,99.4809,0.1947486,348.0214,274.2385,-2.362248612,2.2495389516657545,896.9143,282.89687746139793,-0.285012144
2023/1/4 14:00,99.47887,0.1947285,346.3871,274.238841,-1.176008931,1.7567011680459297,897.1541,282.8756227364297,0.27158947466720457
2023/1/4 14:30,99.47713,0.1947269,343.9993,274.238517,-1.547998704,1.9884918937834204,897.3524,282.8574269090286,0.21761776308880842
2023/1/4 15:00,99.47604,0.1947206,341.8633,274.23752199999996,-2.019205905,1.4033846629360176,897.4682,282.8459724828226,0.02123043700100664
2023/1/4 15:30,99.47443,0.1947231,338.9071,274.235815,-1.92226695,1.5621839750072957,897.8228,282.812290007408,-0.002788258
2023/1/4 16:00,99.46934,0.1947318,336.0817,274.233417,-2.010982416,1.3462353895107382,898.1481,282.7805472812391,0.027796711187610318
2023/1/4 16:30,99.46912,0.1947324,334.1654,274.23038599999995,-2.053591344,1.0965156594787862,898.3165,282.76227509724583,0.09494406762172183
2023/1/4 17:00,99.46844,0.1947387,333.1626,274.226721,-1.57217142,1.4355897831657474,898.4352,282.7478219515363,0.23962119490494782
2023/1/4 17:30,99.46705,0.1947286,332.5686,274.22243399999996,-2.569412302,1.3489716166928458,898.4891,282.73855544746954,0.04889505557694721
2023/1/4 18:00,99.46783,0.1947358,331.9003,274.217587,-0.850613855,1.2148024816805747,898.9075,282.69595183027286,0.13689131641282104
2023/1/4 18:30,99.46669,0.1947414,330.8721,274.212244,-1.454611546,0.8162899295170759,899.1255,282.6708589356666,0.3807425970925104
2023/1/4 19:00,99.46576,0.1947468,330.416,274.206483,-1.30328222,1.0329687586028304,899.1387,282.6637345848254,-0.039696847
2023/1/4 19:30,99.46626,0.1947233,328.7163,274.200407,-1.566265713,0.956052674427458,899.2351,282.6488132795425,0.19554252499839825
2023/1/4 20:00,99.46507,0.1947187,326.4592,274.194123,-1.376525506,1.0111585093890672,899.4224,282.62551761629794,0.13760158735335712
2023/1/4 20:30,99.46361,0.1947226,323.4535,274.187687,-1.138574213,1.1914498564589688,899.3057,282.6293616657343,0.06660029038694527
2023/1/4 21:00,99.4635,0.1947356,322.8822,274.18102,-0.984820064,1.1904429600885944,899.4039,282.61367257530515,0.05065813425911536
2023/1/4 21:30,99.46421,0.1947359,322.1264,274.173967,0.5348990211285908,1.1064917700532957,899.3832,282.6082610408893,0.11148977400624413
2023/1/4 22:00,99.46442,0.1947235,320.6519,274.166413,0.9923125308658961,-0.559139375,899.2911,282.6087435710207,0.10607669710409445
2023/1/4 22:30,99.45892,0.1947083,319.9162,274.158393,0.0506695410123317,1.2089386244196185,899.1875,282.6097790446572,0.011924882964014819
2023/1/4 23:00,99.04009,0.1947043,320.0991,274.15000499999996,0.17035403746752972,1.4077299108559538,899.1272,282.6065473854817,0.13340889741725925
2023/1/4 23:30,98.58746,0.194706,321.7195,274.1413424,-0.01002509,1.4359650056929467,899.1373,282.59671059573196,0.09400567391344404
2023/1/5 0:00,98.25714,0.1947137,322.7216,274.13247459999997,-0.871438086,1.2172118392874005,899.2161,282.5804937264939,0.07854818747574566
2023/1/5 0:30,98.58955,0.1947025,323.4471,274.1235172,-0.457810495,1.2646875308290133,898.9805,282.59241680767815,0.09669994136318744
2023/1/5 1:00,98.81092,0.1947042,323.5515,274.1146631,-1.104496687,1.4136912919704594,898.6497,282.6130055797667,0.029965192193224167
2023/1/5 1:30,98.94228,0.1947023,323.4053,274.1061037,-0.090418348,1.437158488936711,898.5666,282.6116478274351,0.07967478431862109
